id,publishTime,title,cityName,provinceName,winPriceDouble
"4B21E4F57AF0498DBEBEE71A85991AA9","2023-11-18","普惠公司2000吨20.5％焦化级硫酸铵询价采购中标公告","新疆","新疆维吾尔自治区","0"
"B087F6EF9A9F423B9725AEC4C64D10F8","2023-11-17","“田立方-临平未来农场”智慧农业软件控制系统采购项目中标公示","杭州","浙江省","1994200"
"008EC16E6F0449B3A0FFD403DB0679C6","2023-11-17","瓜州县2023年基层农技推广体系改革与建设项目小麦智慧农业示范基地建设中标公告","酒泉","甘肃省","995998"
"AF94948D78C44BE486233D7C8ABD6C57","2023-11-17","神木市四卜树智慧农业项目采购项目","榆林","陕西省","0"
"AD4005B9C61F4584AFB21D334B380ABE","2023-11-17","邯郸市肥乡区2023年省级智慧农业建设项目竞争性谈判中标公告","邯郸","河北省","0"
"ECBE33CD471E43238CAF519BF78F72BD","2023-11-17","邯郸市肥乡区2023年省级智慧农业建设项目中标公告","邯郸","河北省","396000"
"DBB619EB71DD4A54AA17A1072940FC7C","2023-11-17","邯郸市肥乡区2023年省级智慧农业建设项目竞争性谈判中标公告","邯郸","河北省","396000"
"F14D75CB282843F788E1494E409C72F5","2023-11-17","天水市秦州区农村综合性改革试点试验智慧农业实景应用建设项目","天水","甘肃省","0"
"0CED94D1F23E494AB491D25A7DF483B4","2023-11-17","金塔县瓜菜制种绿色生产示范基地建设植保无人机采购项目","酒泉","甘肃省","55999"
"7D359E0238704B93AB575BDB4ABFB10A","2023-11-17","伊州区2022年老旧小区改造建设项目-四标段（“设计-采购-施工总承包”）[定标候选人公示]","哈密","新疆维吾尔自治区","0"
"27D65168B5B24A9A936D7586E4852760","2023-11-17","中医医院康复治疗中心项目（第二次）监理/标段中标候选人公示","成都","四川省","0"
"9BD837F3FE1E45B9895930089B32FB53","2023-11-17","段家寨乡沟口村集体经济组织现代农机装备购置项目结果公告","忻州","山西省","698100"
"6B55A0567EE44F468F1EBDEA4116E4EE","2023-11-17","垦利区2023年高标准农田智慧农业系统采购项目合同公示","东营","山东省","998800"
"9291E890AE0D4EEFB62DB1C303267121","2023-11-17","【东营市垦利区】垦利区2023年高标准农田智慧农业系统采购项目合同公示","东营","山东省","998800"
"E55F552F453E414CAC551B462A97F0FB","2023-11-17","资中县公民镇葛麻寺村村民委员会资中县公民镇2023年扶持发展新型农村集体经济采购项目成交公告","内江","四川省","2985200"
"15BD9756019B4423AAE2E0413C7E8292","2023-11-17","烟台林海嵎峡田园综合体智慧农业大数据平台建设项目中标公告","烟台","山东省","0"
"AE4C3FBF37B349D082804FC49EE0BC28","2023-11-16","2023年墨竹工卡县高标准农田改造提升工程智慧农业措施（二标段）项目(1标段)中标结果公告","拉萨","西藏自治区","6173274.38"
"0633EF57FBAA45D9A31DF9E96062DE43","2023-11-16","常阴沙智慧农业公共服务平台二期建设单一来源采购成交结果公告","苏州","江苏省","272500"
"1C5A7C386790472E9ECD7B9BAD2EE0CD","2023-11-16","四川峨眉智慧农业产业集群(一期)项目中标候选人公示","西安","陕西省","0"
"7ADD52729C8E426CB1FA113457D052C7","2023-11-16","智慧农业数据采集监测平台项目(软件开发-骏通）","石家庄","河北省","0"
"FB94EE7F1E434788943EDD5F9B85DBA4","2023-11-16","大观区长三角三产融合智慧农业示范区-农产品加工冷链物流区一期工程消防设施工程中标结果公示","安庆","安徽省","0"
"4BF494A2A37B403D9886BAFD187D335D","2023-11-16","武发·锦悦府项目（暂定名）监理/标段","成都","四川省","0"
"E59F2E926C7445E7B4177D94345A1ED6","2023-11-16","关于软件集成实施服务的服务工程合同公告","赣州","江西省","160000"
"26964EF746D44B908108C11BF64A6CE9","2023-11-16","吴忠市利通区东塔寺乡人民政府2023年瓦大番茄示范推广种植水肥一体化项目采购合同","吴忠","宁夏回族自治区","3112792.71"
"D8E141497EC74737B6A5CE0126650818","2023-11-16","阳江市阳东区金叶贸易有限公司供应商采购建库项目入围公告","阳江","广东省","0"
"B33F5AD9794C4BD1924272294F83F301","2023-11-16","武发·锦悦府项目（暂定名）监理/标段评标结果公示","成都","四川省","1663654"
"85834CA2EE79459BAEDF0BD71CFCBA4E","2023-11-16","建湖县数字渔场提升项目中标公告","盐城","江苏省","969890"
"340A05C7E3D24B2A9DECA329C24A7164","2023-11-16","黑龙江农业经济职业学院作物生产技术与食品加工技术专业教师培训服务结果公告","牡丹江","黑龙江省","312300"
"B7A8E05631674442A4EDAB552D6FC58C","2023-11-16","2023年千亿级蔬菜产业提升工程项目第一标段施工合同","石家庄","河北省","0"
"D076E8B6CE24461C9F17434A27CA6BE4","2023-11-16","金口河现代农业高山蓝莓产业园一期（一批次）智慧农业及自动化灌溉项目（第二次）中标结果公告","乐山","四川省","5486835.18"
"3E9B44CA3B2B4966B625C6E8628FFC85","2023-11-16","西安市智慧农业气象服务体系建设（一期）中标（成交）结果公告","西安","陕西省","4885000"
"47B8275FB92442CA8BA25EBE088FE876","2023-11-16","四川峨眉智慧农业产业集群(一期)项目中标候选人公示","西安","陕西省","0"
"CB3649D611C44939818B622480BC5F16","2023-11-16","瓜州县2023年基层农技推广体系改革与建设项目小麦智慧农业示范基地建设","酒泉","甘肃省","995998"
"C817FD20985E47C2AAA2B003637B8340","2023-11-16","智慧农业数据采集监测平台项目","河北","河北省","0"
"A8FDDA26B11F4F608EDA754FCABE4FCD","2023-11-16","广西农业职业技术大学智慧农业信息展示馆（项目编号：GXJD-23114S1051678）成交结果公告","江西","江西省","347390"
"A9B626E2B4C54A309D34490BD44DB6B6","2023-11-16","内蒙古农业大学科技处审计服务定点采购定点竞价成交公告","呼和浩特","内蒙古自治区","5400"
"88746FA3965445098E0A3B2C5536830A","2023-11-16","黑龙江八一农垦大学电子卖场采购合同政府采购合同公告","大庆","黑龙江省","37587.6"
"59B2C39460D74B219600F7AFF83DC9A2","2023-11-15","2023年墨竹工卡县高标准农田改造提升工程智慧农业措施（二标段）项目(1标段)中标候选人公示更正","拉萨","西藏自治区","0"
"6437962C08DF40328CDAB8D36D170DA9","2023-11-15","【威宁县智慧农业建设项目】威宁彝族回族苗族自治县现代高效农业产业示范园区管理委员会_中标合同","毕节","贵州省","7627508.77"
"70EB1E8C469E47949CC1C7F5C4E30DD6","2023-11-15","2023年黄冈市团风县高标准农田建设项目科技推广智慧农业（马曹庙项目区）中标结果公告","黄冈","湖北省","353000"
"D9DBDC729CEE489299775F9798E508D7","2023-11-15","湛江市赤坎区机关事务管理局食堂食材供应商服务结果公告","湛江","广东省","0"
"128CE2362BA944E0B820A63D8CD9CD1A","2023-11-15","丽江市宁蒗县2023年城市（宁蒗片区）保障性租赁住房项目（自然资源局背后木材加工厂实施点）-监理服务招标","丽江","云南省","0"
"3A0FAEEA9F984D369849E1F6DBC0BC1D","2023-11-15","江油市龙凤镇安置房及配套设施建设项目（一期）勘察设计-江油市龙凤镇安置房及配套设施建设项目（一期）勘察设计评标结果公示","绵阳","四川省","2437740"
"10022C36929E4F95A760C9CA6A08319C","2023-11-15","金塔县鼎新镇首部水肥一体化设备项目","酒泉","甘肃省","498319"
"438D4C5101B3433A8E0935C156F1952B","2023-11-15","江油市龙凤镇安置房及配套设施建设项目（一期）勘察设计","绵阳","四川省","0"
"7C82AF0509584E8C9945CCEA3E89A552","2023-11-15","安岳县龙台镇农文旅融合发展产业园项目（二次）","资阳","四川省","34773464.16"
"92572B634B8E4AA0A9BB8BF8B1AE5E73","2023-11-15","2023年七星农场有限公司北大荒智慧农业农机中心北侧道路维修工程-结果公告","佳木斯","黑龙江省","1055099.99"
"58ECA408B3014FB08502CF1284841FFF","2023-11-15","青岛农业大学中英智慧农业教学实验室设备采购项目（23116-A053）中标（成交）公告","青岛","山东省","497700"
"28B2522759D742DABAFEBB27BE980EF1","2023-11-15","四川省苍溪县职业高级中学农业物联网实训中心建设项目（第二次）政府采购合同公告","广元","四川省","1266700"
"92C4D4A3C6074DC0980B4A7639751C68","2023-11-15","农业物联网实训中心建设项目（第二次）","广元","四川省","1266700"
"C1AA8A1E733A476886F87B625C3C9CA8","2023-11-15","中冶天工安庆市大观区长三角三产融合智慧农业示范区-农产品加工冷链物流区一期工程混凝土招标中标结果公示","安庆","安徽省","0"
"3FD8F4CDFCD4466CA6073EB3BFB5386A","2023-11-14","松原经开生态农业投资有限责任公司松原经开区高标准农田及智慧农业建设项目智慧农业平台服务采购中标公告","松原","吉林省","29138000"
"14518953347E41F58E7358F8492105D5","2023-11-14","关于“智慧农业平台数据治理服务”公开询价结果公示","甘肃","甘肃省","0"
"8A1EF2EA6D98402ABEBF188539C0AADD","2023-11-14","左店镇乡村振兴智慧农业示范区建设项目（二次）","合肥","安徽省","2226000"
"B2582A4B337541D7B259D12F7D10A188","2023-11-14","左店镇乡村振兴智慧农业示范区建设项目（二次）","合肥","安徽省","2226000"
"25D95077981B443F84912FDEE21A1578","2023-11-14","献县2023年河北省智慧农业示范园建设项目","沧州","河北省","495000"
"D7F95288E7CC4A4990F72C8922C8F388","2023-11-14","姜山镇智慧农业示范区项目（北区）全过程工程咨询评标结果公示","宁波","浙江省","0"
"F96C298D5BEC4DD5A5A9F78F80FE5ED1","2023-11-14","（AZF202300079）西南大学智慧农业无人机高通量表型系统采购项目中标公告","北碚区","重庆市","2239800"
"C48130350DBA47908B53897BEC2DBF70","2023-11-14","西南大学智慧农业无人机高通量表型系统采购中标公告","北碚区","重庆市","2239800"
"8045D5C3E347401F9BC1007317FBE251","2023-11-14","黄甲镇食用菌产业园建设项目--物联网平台及设备采购项目（三次）合同公告","安庆","安徽省","1398000"
"03F7DD08811A402DB7A1B56A1974784E","2023-11-14","黄山市屯溪区示范数字乡村建设工程项目—生产管理系统服务采购项目中标结果公告","黄山","安徽省","2200000"
"A0A3B557B2F14E6781F7A8D4D85E0552","2023-11-14","南黄镇农业123双创园智慧农业项目结果公告","山东","山东省","0"
"FA82D8CE3DE64963934772CB882D28C8","2023-11-14","松原经开区高标准农田及智慧农业建设项目智慧农业平台服务采购","松原","吉林省","0"
"FB89D0B4CBED41A8804C4E85625B3475","2023-11-13","花山茶园智慧农业及物联网技术项目","南京","江苏省","1495000"
"95910A8DB4F44BE881DB836F6339916D","2023-11-13","镇江市智慧农业建设信息技术集成与推广项目中标公告","镇江","江苏省","98968"
"ADF881AD01304E278FA3B2615839A3DC","2023-11-13","龙湖区河滨高地智慧农业种植提升项目-子项目基地水环境修复及整治工程监理项目中标结果","汕头","广东省","232636.18"
"317C1D5ED9ED44FF98D2C347DCF1A340","2023-11-13","邹城市2023年5.1万亩高标准农田建设项目全过程工程咨询管理（监理、跟踪审计等服务）、数字农田建设及耕地地力提升工程中标结果","济宁","山东省","0"
"041B511D70134F1E97EF69D5AE44641D","2023-11-13","邹城市2023年5.1万亩高标准农田建设项目全过程工程咨询管理（监理、跟踪审计等服务）、数字农田建设及耕地地力提升工程(邹城市2023年5.1万亩高标准农田建设项目全过程工程咨询管理（监理、跟踪审计等服务）、数字农田建设及耕地地力提升工程（一标段）)中标结果公示","济宁","山东省","0"
"44C9924C27EB4624AAAF057F0CF7B431","2023-11-13","2023年冠县3.6万亩高标准农田建设示范区项目（跟踪检测、县级验收）成交公告","聊城","山东省","0"
"04D8EDD314714A6C8BC61CA18C859EB4","2023-11-13","榆社县西马乡大寨村智慧农业项目中标结果公告","晋中","山西省","0"
